order_id,property_id,property_city,property_state,product_id,product_category,product_name,quantity,product_price,order_total
920,6,Orlando,Florida,43,Furnishings,Table Lamp,2,38,76
921,20,San Francisco,California,36,Furnishings,Armoire,3,115,345
922,3,Portland,Oregon,90,Public Areas,Luggage Cart,2,138,276
923,13,New Orleans,Louisiana,42,Furnishings,Reading Chair,2,70,140
924,12,Dallas,Texas,12,Housekeeping,Bed Sheet (King),3,29,87
925,15,Chicago,Illinois,24,Office Supplies,Envelopes (Letter),2,24,48
926,8,Philadelphia,Pennsylvania,80,Public Areas,Poster Stand,3,27,81
927,10,Arlington,Virginia,40,Furnishings,Coffee Maker,2,119,238
928,3,Portland,Oregon,33,Furnishings,Towel Rack,1,10,10
929,7,Boston,Massachusetts,44,Furnishings,Floor Lamp,3,55,165
930,11,Atlanta,Georgia,46,Furnishings,Safe,1,115,115
931,11,Atlanta,Georgia,45,Furnishings,Computer Desk,3,102,306
932,2,Cincinnati,Ohio,4,Housekeeping,Shampoo,3,40,120
933,11,Atlanta,Georgia,67,Maintenance,Adjustable Wrench,2,10,20
934,16,Denver,Colorado,51,Furnishings,Painting,1,85,85
935,17,Las Vegas,Nevada,76,Public Areas,Ficus,2,80,160
936,2,Cincinnati,Ohio,26,Office Supplies,Envelopes (Catalog),3,13,39
937,4,Seattle,Washington,12,Housekeeping,Bed Sheet (King),3,29,87
938,3,Portland,Oregon,47,Furnishings,Swivel Chair,3,75,225
939,3,Portland,Oregon,85,Public Areas,Low Chair,1,80,80
940,10,Arlington,Virginia,52,Furnishings,Ironing Board,1,18,18
941,15,Chicago,Illinois,56,Furnishings,Telephone,1,38,38
942,13,New Orleans,Louisiana,90,Public Areas,Luggage Cart,3,138,414
943,20,San Francisco,California,61,Maintenance,Tape Measure,2,8,16
944,11,Atlanta,Georgia,86,Public Areas,Sofa,1,215,215
945,10,Arlington,Virginia,78,Public Areas,Small Area Rug,2,20,40
946,9,Richmond,Virginia,55,Furnishings,Television,3,200,600
947,12,Dallas,Texas,89,Public Areas,Photograph,3,45,135
948,4,Seattle,Washington,52,Furnishings,Ironing Board,2,18,36
949,3,Portland,Oregon,12,Housekeeping,Bed Sheet (King),2,29,58
950,17,Las Vegas,Nevada,74,Public Areas,Large Plant,1,35,35
951,3,Portland,Oregon,3,Housekeeping,Washcloth,1,3,3
952,1,New York,New York,60,Maintenance,Portable Drill,2,195,390
953,18,Phoenix,Arizona,51,Furnishings,Painting,1,85,85
954,10,Arlington,Virginia,27,Office Supplies,Invisible Tape,2,8,16
955,8,Philadelphia,Pennsylvania,55,Furnishings,Television,1,200,200
956,13,New Orleans,Louisiana,42,Furnishings,Reading Chair,3,70,210
957,14,Nashville,Tennessee,40,Furnishings,Coffee Maker,1,119,119
958,5,Kansas City,Missouri,60,Maintenance,Portable Drill,1,195,195
959,2,Cincinnati,Ohio,5,Housekeeping,Moisturizer,2,40,80
960,13,New Orleans,Louisiana,57,Furnishings,Wireless Router,2,70,140
961,16,Denver,Colorado,8,Housekeeping,Bath Soap,2,35,70
962,7,Boston,Massachusetts,82,Public Areas,Business Cards,2,60,120
963,16,Denver,Colorado,47,Furnishings,Swivel Chair,3,75,225
964,20,San Francisco,California,79,Public Areas,Coffee Table,2,103,206
965,13,New Orleans,Louisiana,88,Public Areas,Serving Tray,2,6,12
966,18,Phoenix,Arizona,12,Housekeeping,Bed Sheet (King),2,29,58
967,2,Cincinnati,Ohio,8,Housekeeping,Bath Soap,3,35,105
968,18,Phoenix,Arizona,92,Public Areas,Large Sign,1,20,20
969,3,Portland,Oregon,25,Office Supplies,Envelopes (Legal),2,28,56
970,10,Arlington,Virginia,60,Maintenance,Portable Drill,1,195,195
971,10,Arlington,Virginia,53,Furnishings,Iron,3,20,60
972,4,Seattle,Washington,47,Furnishings,Swivel Chair,1,75,75
973,9,Richmond,Virginia,24,Office Supplies,Envelopes (Letter),2,24,48
974,5,Kansas City,Missouri,57,Furnishings,Wireless Router,2,70,140
975,14,Nashville,Tennessee,46,Furnishings,Safe,2,115,230
976,9,Richmond,Virginia,2,Housekeeping,Hand Towel,3,5,15
977,11,Atlanta,Georgia,93,Public Areas,Terminal,2,85,170
978,2,Cincinnati,Ohio,53,Furnishings,Iron,1,20,20
979,13,New Orleans,Louisiana,14,Housekeeping,Pillowcase,1,15,15
980,2,Cincinnati,Ohio,68,Maintenance,Window Screen,2,30,60
981,17,Las Vegas,Nevada,62,Maintenance,Leaf Blower,3,202,606
982,6,Orlando,Florida,45,Furnishings,Computer Desk,1,102,102
983,19,Los Angeles,California,70,Maintenance,Door Lock,3,117,351
984,17,Las Vegas,Nevada,4,Housekeeping,Shampoo,1,40,40
985,13,New Orleans,Louisiana,12,Housekeeping,Bed Sheet (King),3,29,87
986,13,New Orleans,Louisiana,94,Public Areas,Monitor,3,70,210
987,12,Dallas,Texas,5,Housekeeping,Moisturizer,2,40,80
988,12,Dallas,Texas,90,Public Areas,Luggage Cart,2,138,276
989,9,Richmond,Virginia,51,Furnishings,Painting,3,85,255
990,11,Atlanta,Georgia,7,Housekeeping,Hand Soap,1,35,35
991,18,Phoenix,Arizona,46,Furnishings,Safe,3,115,345
992,19,Los Angeles,California,43,Furnishings,Table Lamp,2,38,76
993,9,Richmond,Virginia,58,Furnishings,Mirror,1,85,85
994,19,Los Angeles,California,86,Public Areas,Sofa,1,215,215
995,6,Orlando,Florida,37,Furnishings,Bed (King),3,300,900
996,18,Phoenix,Arizona,82,Public Areas,Business Cards,3,60,180
997,20,San Francisco,California,79,Public Areas,Coffee Table,3,103,309
998,20,San Francisco,California,91,Public Areas,Small Sign,1,14,14
999,17,Las Vegas,Nevada,64,Maintenance,Gaffer's Tape,3,27,81
1000,4,Seattle,Washington,23,Office Supplies,Printer Toner,3,85,255
1001,15,Chicago,Illinois,37,Furnishings,Bed (King),1,300,300
1002,8,Philadelphia,Pennsylvania,45,Furnishings,Computer Desk,3,102,306
1003,5,Kansas City,Missouri,24,Office Supplies,Envelopes (Letter),3,24,72
1004,3,Portland,Oregon,7,Housekeeping,Hand Soap,1,35,35
1005,16,Denver,Colorado,52,Furnishings,Ironing Board,1,18,18
1006,6,Orlando,Florida,54,Furnishings,Chest of Drawers,1,150,150
1007,12,Dallas,Texas,91,Public Areas,Small Sign,2,14,28
1008,20,San Francisco,California,38,Furnishings,Bed (Double),1,250,250
1009,7,Boston,Massachusetts,45,Furnishings,Computer Desk,1,102,102
1010,6,Orlando,Florida,79,Public Areas,Coffee Table,1,103,103
1011,10,Arlington,Virginia,11,Housekeeping,Shower Cap,2,10,20
1012,15,Chicago,Illinois,24,Office Supplies,Envelopes (Letter),1,24,24
1013,14,Nashville,Tennessee,39,Furnishings,Alarm Clock,1,45,45
1014,2,Cincinnati,Ohio,13,Housekeeping,Bed Sheet (Double),3,20,60
1015,5,Kansas City,Missouri,44,Furnishings,Floor Lamp,2,55,110
1016,1,New York,New York,19,Housekeeping,Light Bulb,2,17,34
1017,3,Portland,Oregon,31,Office Supplies,Sticky Notes,2,20,40
1018,19,Los Angeles,California,1,Housekeeping,Large Towel,2,9,18
1019,17,Las Vegas,Nevada,20,Office Supplies,Pens,2,30,60
1020,8,Philadelphia,Pennsylvania,32,Office Supplies,Note Pads,3,14,42
1021,9,Richmond,Virginia,6,Housekeeping,Conditioner,3,40,120
1022,11,Atlanta,Georgia,64,Maintenance,Gaffer's Tape,2,27,54
1023,11,Atlanta,Georgia,49,Furnishings,Large Vase,3,27,81
1024,8,Philadelphia,Pennsylvania,67,Maintenance,Adjustable Wrench,2,10,20
1025,2,Cincinnati,Ohio,6,Housekeeping,Conditioner,2,40,80
1026,7,Boston,Massachusetts,19,Housekeeping,Light Bulb,2,17,34
1027,9,Richmond,Virginia,66,Maintenance,Wood Glue,2,21,42
1028,9,Richmond,Virginia,70,Maintenance,Door Lock,1,117,117
1029,12,Dallas,Texas,39,Furnishings,Alarm Clock,3,45,135
1030,13,New Orleans,Louisiana,62,Maintenance,Leaf Blower,1,202,202
1031,17,Las Vegas,Nevada,80,Public Areas,Poster Stand,3,27,81
1032,16,Denver,Colorado,89,Public Areas,Photograph,1,45,45
1033,11,Atlanta,Georgia,11,Housekeeping,Shower Cap,2,10,20
1034,10,Arlington,Virginia,26,Office Supplies,Envelopes (Catalog),2,13,26
1035,8,Philadelphia,Pennsylvania,60,Maintenance,Portable Drill,1,195,195
1036,1,New York,New York,85,Public Areas,Low Chair,3,80,240
1037,7,Boston,Massachusetts,47,Furnishings,Swivel Chair,2,75,150
1038,8,Philadelphia,Pennsylvania,72,Maintenance,Nails,3,12,36
1039,12,Dallas,Texas,2,Housekeeping,Hand Towel,3,5,15
1040,17,Las Vegas,Nevada,67,Maintenance,Adjustable Wrench,2,10,20
1041,14,Nashville,Tennessee,73,Maintenance,Mop,2,15,30
1042,7,Boston,Massachusetts,79,Public Areas,Coffee Table,3,103,309
1043,15,Chicago,Illinois,3,Housekeeping,Washcloth,2,3,6
1044,19,Los Angeles,California,7,Housekeeping,Hand Soap,2,35,70
1045,20,San Francisco,California,39,Furnishings,Alarm Clock,2,45,90
1046,4,Seattle,Washington,94,Public Areas,Monitor,3,70,210
1047,15,Chicago,Illinois,37,Furnishings,Bed (King),2,300,600
1048,9,Richmond,Virginia,86,Public Areas,Sofa,1,215,215
1049,5,Kansas City,Missouri,40,Furnishings,Coffee Maker,2,119,238
1050,10,Arlington,Virginia,16,Housekeeping,Mouthwash,2,40,80
1051,4,Seattle,Washington,79,Public Areas,Coffee Table,3,103,309
1052,6,Orlando,Florida,57,Furnishings,Wireless Router,1,70,70
1053,12,Dallas,Texas,1,Housekeeping,Large Towel,1,9,9
1054,14,Nashville,Tennessee,66,Maintenance,Wood Glue,1,21,21
1055,7,Boston,Massachusetts,60,Maintenance,Portable Drill,3,195,585
1056,16,Denver,Colorado,62,Maintenance,Leaf Blower,1,202,202
1057,11,Atlanta,Georgia,35,Furnishings,Tissue Box,2,25,50
1058,7,Boston,Massachusetts,89,Public Areas,Photograph,2,45,90
1059,2,Cincinnati,Ohio,9,Housekeeping,Tissues,2,14,28
1060,15,Chicago,Illinois,30,Office Supplies,Permanent Markers,2,6,12
1061,1,New York,New York,49,Furnishings,Large Vase,2,27,54
1062,11,Atlanta,Georgia,55,Furnishings,Television,1,200,200
1063,17,Las Vegas,Nevada,88,Public Areas,Serving Tray,1,6,6
1064,8,Philadelphia,Pennsylvania,6,Housekeeping,Conditioner,3,40,120
1065,15,Chicago,Illinois,26,Office Supplies,Envelopes (Catalog),2,13,26
1066,6,Orlando,Florida,87,Public Areas,End Table,1,30,30
1067,10,Arlington,Virginia,36,Furnishings,Armoire,3,115,345
1068,17,Las Vegas,Nevada,81,Public Areas,Flyer Holder,1,3,3
1069,19,Los Angeles,California,54,Furnishings,Chest of Drawers,1,150,150
1070,20,San Francisco,California,24,Office Supplies,Envelopes (Letter),3,24,72
1071,7,Boston,Massachusetts,20,Office Supplies,Pens,3,30,90
1072,4,Seattle,Washington,48,Furnishings,Side Table,3,40,120
1073,1,New York,New York,41,Furnishings,Office Chair,1,85,85
1074,11,Atlanta,Georgia,74,Public Areas,Large Plant,3,35,105
1075,7,Boston,Massachusetts,26,Office Supplies,Envelopes (Catalog),3,13,39
1076,15,Chicago,Illinois,9,Housekeeping,Tissues,2,14,28
1077,4,Seattle,Washington,4,Housekeeping,Shampoo,1,40,40
1078,16,Denver,Colorado,37,Furnishings,Bed (King),3,300,900
1079,19,Los Angeles,California,38,Furnishings,Bed (Double),1,250,250
1080,16,Denver,Colorado,50,Furnishings,Small Vase,2,33,66
1081,18,Phoenix,Arizona,86,Public Areas,Sofa,1,215,215
1082,2,Cincinnati,Ohio,18,Housekeeping,Coffee Cup,1,24,24
1083,15,Chicago,Illinois,2,Housekeeping,Hand Towel,3,5,15
1084,11,Atlanta,Georgia,87,Public Areas,End Table,1,30,30
1085,9,Richmond,Virginia,62,Maintenance,Leaf Blower,2,202,404
1086,8,Philadelphia,Pennsylvania,1,Housekeeping,Large Towel,3,9,27
1087,18,Phoenix,Arizona,7,Housekeeping,Hand Soap,2,35,70
1088,10,Arlington,Virginia,37,Furnishings,Bed (King),1,300,300
1089,6,Orlando,Florida,33,Furnishings,Towel Rack,3,10,30
1090,16,Denver,Colorado,14,Housekeeping,Pillowcase,2,15,30
1091,20,San Francisco,California,79,Public Areas,Coffee Table,1,103,103
1092,14,Nashville,Tennessee,7,Housekeeping,Hand Soap,3,35,105
1093,20,San Francisco,California,30,Office Supplies,Permanent Markers,2,6,12
1094,10,Arlington,Virginia,79,Public Areas,Coffee Table,2,103,206
1095,14,Nashville,Tennessee,38,Furnishings,Bed (Double),1,250,250
1096,17,Las Vegas,Nevada,82,Public Areas,Business Cards,1,60,60
1097,13,New Orleans,Louisiana,34,Furnishings,Shower Curtain,1,5,5
1098,12,Dallas,Texas,72,Maintenance,Nails,3,12,36
1099,13,New Orleans,Louisiana,3,Housekeeping,Washcloth,1,3,3
1100,4,Seattle,Washington,30,Office Supplies,Permanent Markers,2,6,12
1101,15,Chicago,Illinois,57,Furnishings,Wireless Router,2,70,140
1102,7,Boston,Massachusetts,39,Furnishings,Alarm Clock,3,45,135
1103,18,Phoenix,Arizona,60,Maintenance,Portable Drill,2,195,390
1104,3,Portland,Oregon,24,Office Supplies,Envelopes (Letter),3,24,72
1105,20,San Francisco,California,15,Housekeeping,Drinking Glass,2,24,48
1106,9,Richmond,Virginia,61,Maintenance,Tape Measure,3,8,24
1107,12,Dallas,Texas,19,Housekeeping,Light Bulb,2,17,34
1108,12,Dallas,Texas,54,Furnishings,Chest of Drawers,1,150,150
1109,17,Las Vegas,Nevada,54,Furnishings,Chest of Drawers,2,150,300
1110,11,Atlanta,Georgia,4,Housekeeping,Shampoo,1,40,40
1111,19,Los Angeles,California,15,Housekeeping,Drinking Glass,3,24,72
1112,10,Arlington,Virginia,54,Furnishings,Chest of Drawers,3,150,450
1113,13,New Orleans,Louisiana,14,Housekeeping,Pillowcase,3,15,45
1114,12,Dallas,Texas,27,Office Supplies,Invisible Tape,1,8,8
1115,11,Atlanta,Georgia,18,Housekeeping,Coffee Cup,2,24,48
1116,6,Orlando,Florida,31,Office Supplies,Sticky Notes,1,20,20
1117,14,Nashville,Tennessee,85,Public Areas,Low Chair,2,80,160
1118,9,Richmond,Virginia,13,Housekeeping,Bed Sheet (Double),3,20,60
1119,18,Phoenix,Arizona,51,Furnishings,Painting,2,85,170
1120,12,Dallas,Texas,7,Housekeeping,Hand Soap,2,35,70
1121,16,Denver,Colorado,6,Housekeeping,Conditioner,2,40,80
1122,16,Denver,Colorado,18,Housekeeping,Coffee Cup,1,24,24
1123,17,Las Vegas,Nevada,10,Housekeeping,Toilet Paper,3,19,57
1124,16,Denver,Colorado,77,Public Areas,Large Area Rug,1,40,40
1125,13,New Orleans,Louisiana,81,Public Areas,Flyer Holder,3,3,9
1126,5,Kansas City,Missouri,49,Furnishings,Large Vase,2,27,54
1127,12,Dallas,Texas,13,Housekeeping,Bed Sheet (Double),1,20,20
1128,19,Los Angeles,California,3,Housekeeping,Washcloth,1,3,3
1129,2,Cincinnati,Ohio,7,Housekeeping,Hand Soap,3,35,105
1130,7,Boston,Massachusetts,69,Maintenance,Door Knob,3,41,123
1131,7,Boston,Massachusetts,80,Public Areas,Poster Stand,3,27,81
1132,16,Denver,Colorado,24,Office Supplies,Envelopes (Letter),1,24,24
1133,5,Kansas City,Missouri,79,Public Areas,Coffee Table,3,103,309
1134,9,Richmond,Virginia,91,Public Areas,Small Sign,2,14,28
1135,15,Chicago,Illinois,77,Public Areas,Large Area Rug,2,40,80
1136,14,Nashville,Tennessee,59,Maintenance,Screws,3,14,42
1137,17,Las Vegas,Nevada,61,Maintenance,Tape Measure,3,8,24
1138,3,Portland,Oregon,72,Maintenance,Nails,2,12,24
1139,5,Kansas City,Missouri,35,Furnishings,Tissue Box,3,25,75
1140,16,Denver,Colorado,14,Housekeeping,Pillowcase,3,15,45
1141,3,Portland,Oregon,61,Maintenance,Tape Measure,1,8,8
1142,6,Orlando,Florida,63,Maintenance,Duct Tape,2,27,54
1143,15,Chicago,Illinois,22,Office Supplies,Paper Clips,3,3,9
1144,4,Seattle,Washington,94,Public Areas,Monitor,2,70,140
1145,14,Nashville,Tennessee,34,Furnishings,Shower Curtain,3,5,15
1146,16,Denver,Colorado,17,Housekeeping,Clothes Hanger,3,18,54
1147,13,New Orleans,Louisiana,80,Public Areas,Poster Stand,1,27,27
1148,15,Chicago,Illinois,80,Public Areas,Poster Stand,2,27,54
1149,15,Chicago,Illinois,56,Furnishings,Telephone,2,38,76
1150,6,Orlando,Florida,25,Office Supplies,Envelopes (Legal),2,28,56
1151,7,Boston,Massachusetts,37,Furnishings,Bed (King),2,300,600
1152,17,Las Vegas,Nevada,87,Public Areas,End Table,1,30,30
1153,17,Las Vegas,Nevada,74,Public Areas,Large Plant,3,35,105
1154,5,Kansas City,Missouri,60,Maintenance,Portable Drill,3,195,585
1155,13,New Orleans,Louisiana,12,Housekeeping,Bed Sheet (King),1,29,29
1156,5,Kansas City,Missouri,78,Public Areas,Small Area Rug,1,20,20
1157,5,Kansas City,Missouri,73,Maintenance,Mop,2,15,30
1158,6,Orlando,Florida,9,Housekeeping,Tissues,1,14,14
1159,16,Denver,Colorado,29,Office Supplies,Erasable Markers,1,6,6
1160,16,Denver,Colorado,19,Housekeeping,Light Bulb,1,17,17
1161,2,Cincinnati,Ohio,34,Furnishings,Shower Curtain,2,5,10
1162,1,New York,New York,43,Furnishings,Table Lamp,3,38,114
1163,17,Las Vegas,Nevada,33,Furnishings,Towel Rack,3,10,30
1164,6,Orlando,Florida,50,Furnishings,Small Vase,3,33,99
1165,1,New York,New York,49,Furnishings,Large Vase,3,27,81
1166,17,Las Vegas,Nevada,46,Furnishings,Safe,1,115,115
1167,10,Arlington,Virginia,67,Maintenance,Adjustable Wrench,2,10,20
1168,7,Boston,Massachusetts,36,Furnishings,Armoire,2,115,230
1169,20,San Francisco,California,62,Maintenance,Leaf Blower,1,202,202
1170,12,Dallas,Texas,91,Public Areas,Small Sign,2,14,28
1171,1,New York,New York,31,Office Supplies,Sticky Notes,2,20,40
1172,4,Seattle,Washington,6,Housekeeping,Conditioner,2,40,80
1173,8,Philadelphia,Pennsylvania,33,Furnishings,Towel Rack,2,10,20
1174,16,Denver,Colorado,34,Furnishings,Shower Curtain,1,5,5
1175,3,Portland,Oregon,12,Housekeeping,Bed Sheet (King),3,29,87
1176,18,Phoenix,Arizona,16,Housekeeping,Mouthwash,2,40,80
1177,7,Boston,Massachusetts,47,Furnishings,Swivel Chair,3,75,225
1178,5,Kansas City,Missouri,48,Furnishings,Side Table,2,40,80
1179,10,Arlington,Virginia,86,Public Areas,Sofa,3,215,645
1180,17,Las Vegas,Nevada,28,Office Supplies,Staples,1,8,8
1181,7,Boston,Massachusetts,42,Furnishings,Reading Chair,2,70,140
1182,19,Los Angeles,California,61,Maintenance,Tape Measure,3,8,24
1183,6,Orlando,Florida,86,Public Areas,Sofa,2,215,430
1184,17,Las Vegas,Nevada,61,Maintenance,Tape Measure,1,8,8
1185,18,Phoenix,Arizona,64,Maintenance,Gaffer's Tape,3,27,81
1186,7,Boston,Massachusetts,46,Furnishings,Safe,1,115,115
1187,5,Kansas City,Missouri,81,Public Areas,Flyer Holder,3,3,9
1188,19,Los Angeles,California,6,Housekeeping,Conditioner,3,40,120
1189,7,Boston,Massachusetts,69,Maintenance,Door Knob,2,41,82
1190,1,New York,New York,53,Furnishings,Iron,3,20,60
1191,7,Boston,Massachusetts,48,Furnishings,Side Table,1,40,40
1192,7,Boston,Massachusetts,74,Public Areas,Large Plant,2,35,70
1193,15,Chicago,Illinois,16,Housekeeping,Mouthwash,1,40,40
1194,19,Los Angeles,California,11,Housekeeping,Shower Cap,2,10,20
1195,8,Philadelphia,Pennsylvania,75,Public Areas,Small Plant,3,25,75
1196,13,New Orleans,Louisiana,71,Maintenance,Hammer,3,17,51
1197,12,Dallas,Texas,77,Public Areas,Large Area Rug,1,40,40
1198,15,Chicago,Illinois,57,Furnishings,Wireless Router,3,70,210
1199,11,Atlanta,Georgia,27,Office Supplies,Invisible Tape,1,8,8
1200,16,Denver,Colorado,51,Furnishings,Painting,3,85,255
1201,8,Philadelphia,Pennsylvania,15,Housekeeping,Drinking Glass,2,24,48
1202,11,Atlanta,Georgia,42,Furnishings,Reading Chair,3,70,210
1203,20,San Francisco,California,44,Furnishings,Floor Lamp,1,55,55
1204,20,San Francisco,California,78,Public Areas,Small Area Rug,2,20,40
1205,2,Cincinnati,Ohio,53,Furnishings,Iron,2,20,40
1206,4,Seattle,Washington,27,Office Supplies,Invisible Tape,2,8,16
1207,5,Kansas City,Missouri,5,Housekeeping,Moisturizer,1,40,40
1208,13,New Orleans,Louisiana,77,Public Areas,Large Area Rug,3,40,120
1209,5,Kansas City,Missouri,51,Furnishings,Painting,1,85,85
1210,13,New Orleans,Louisiana,6,Housekeeping,Conditioner,2,40,80
1211,1,New York,New York,58,Furnishings,Mirror,1,85,85
1212,2,Cincinnati,Ohio,49,Furnishings,Large Vase,3,27,81
1213,15,Chicago,Illinois,46,Furnishings,Safe,3,115,345
1214,7,Boston,Massachusetts,51,Furnishings,Painting,2,85,170
1215,8,Philadelphia,Pennsylvania,49,Furnishings,Large Vase,1,27,27
1216,9,Richmond,Virginia,46,Furnishings,Safe,3,115,345
1217,20,San Francisco,California,81,Public Areas,Flyer Holder,2,3,6
1218,16,Denver,Colorado,44,Furnishings,Floor Lamp,3,55,165
1219,20,San Francisco,California,49,Furnishings,Large Vase,3,27,81
1220,8,Philadelphia,Pennsylvania,21,Office Supplies,Printer Paper,1,50,50
1221,1,New York,New York,94,Public Areas,Monitor,3,70,210
1222,4,Seattle,Washington,2,Housekeeping,Hand Towel,2,5,10
1223,1,New York,New York,45,Furnishings,Computer Desk,2,102,204
1224,9,Richmond,Virginia,41,Furnishings,Office Chair,1,85,85
1225,3,Portland,Oregon,85,Public Areas,Low Chair,1,80,80
1226,4,Seattle,Washington,5,Housekeeping,Moisturizer,2,40,80
1227,9,Richmond,Virginia,8,Housekeeping,Bath Soap,2,35,70
1228,10,Arlington,Virginia,55,Furnishings,Television,3,200,600
1229,14,Nashville,Tennessee,59,Maintenance,Screws,2,14,28
1230,19,Los Angeles,California,30,Office Supplies,Permanent Markers,1,6,6
1231,2,Cincinnati,Ohio,28,Office Supplies,Staples,1,8,8
1232,8,Philadelphia,Pennsylvania,56,Furnishings,Telephone,2,38,76
1233,8,Philadelphia,Pennsylvania,46,Furnishings,Safe,2,115,230
1234,18,Phoenix,Arizona,62,Maintenance,Leaf Blower,2,202,404
1235,15,Chicago,Illinois,13,Housekeeping,Bed Sheet (Double),3,20,60
1236,10,Arlington,Virginia,60,Maintenance,Portable Drill,2,195,390
1237,16,Denver,Colorado,92,Public Areas,Large Sign,1,20,20
1238,11,Atlanta,Georgia,71,Maintenance,Hammer,2,17,34
1239,2,Cincinnati,Ohio,89,Public Areas,Photograph,3,45,135
1240,10,Arlington,Virginia,57,Furnishings,Wireless Router,3,70,210
1241,14,Nashville,Tennessee,45,Furnishings,Computer Desk,2,102,204
1242,6,Orlando,Florida,50,Furnishings,Small Vase,1,33,33
1243,19,Los Angeles,California,29,Office Supplies,Erasable Markers,2,6,12
1244,13,New Orleans,Louisiana,93,Public Areas,Terminal,3,85,255
1245,18,Phoenix,Arizona,91,Public Areas,Small Sign,2,14,28
1246,14,Nashville,Tennessee,75,Public Areas,Small Plant,1,25,25
1247,4,Seattle,Washington,79,Public Areas,Coffee Table,2,103,206
1248,9,Richmond,Virginia,90,Public Areas,Luggage Cart,1,138,138
1249,16,Denver,Colorado,44,Furnishings,Floor Lamp,2,55,110
1250,19,Los Angeles,California,11,Housekeeping,Shower Cap,1,10,10
1251,17,Las Vegas,Nevada,71,Maintenance,Hammer,2,17,34
1252,18,Phoenix,Arizona,66,Maintenance,Wood Glue,2,21,42
1253,18,Phoenix,Arizona,68,Maintenance,Window Screen,1,30,30
1254,19,Los Angeles,California,84,Public Areas,Tall Chair,1,75,75
1255,20,San Francisco,California,53,Furnishings,Iron,1,20,20
1256,13,New Orleans,Louisiana,21,Office Supplies,Printer Paper,3,50,150
1257,10,Arlington,Virginia,58,Furnishings,Mirror,3,85,255
1258,1,New York,New York,31,Office Supplies,Sticky Notes,3,20,60
1259,20,San Francisco,California,9,Housekeeping,Tissues,1,14,14
1260,7,Boston,Massachusetts,76,Public Areas,Ficus,2,80,160
1261,5,Kansas City,Missouri,51,Furnishings,Painting,2,85,170
1262,17,Las Vegas,Nevada,43,Furnishings,Table Lamp,2,38,76
1263,17,Las Vegas,Nevada,65,Maintenance,Ladder,3,89,267
1264,19,Los Angeles,California,64,Maintenance,Gaffer's Tape,3,27,81
1265,3,Portland,Oregon,44,Furnishings,Floor Lamp,3,55,165
1266,11,Atlanta,Georgia,60,Maintenance,Portable Drill,3,195,585
1267,9,Richmond,Virginia,45,Furnishings,Computer Desk,1,102,102
1268,7,Boston,Massachusetts,26,Office Supplies,Envelopes (Catalog),2,13,26
1269,6,Orlando,Florida,43,Furnishings,Table Lamp,1,38,38
1270,1,New York,New York,43,Furnishings,Table Lamp,1,38,38
1271,16,Denver,Colorado,20,Office Supplies,Pens,3,30,90
1272,6,Orlando,Florida,73,Maintenance,Mop,2,15,30
1273,3,Portland,Oregon,74,Public Areas,Large Plant,2,35,70
1274,12,Dallas,Texas,61,Maintenance,Tape Measure,2,8,16
1275,20,San Francisco,California,50,Furnishings,Small Vase,1,33,33
1276,20,San Francisco,California,67,Maintenance,Adjustable Wrench,2,10,20
1277,13,New Orleans,Louisiana,5,Housekeeping,Moisturizer,2,40,80
1278,17,Las Vegas,Nevada,91,Public Areas,Small Sign,1,14,14
1279,4,Seattle,Washington,47,Furnishings,Swivel Chair,2,75,150
1280,8,Philadelphia,Pennsylvania,12,Housekeeping,Bed Sheet (King),3,29,87
1281,13,New Orleans,Louisiana,57,Furnishings,Wireless Router,3,70,210
1282,19,Los Angeles,California,47,Furnishings,Swivel Chair,2,75,150
1283,14,Nashville,Tennessee,69,Maintenance,Door Knob,2,41,82
1284,17,Las Vegas,Nevada,10,Housekeeping,Toilet Paper,2,19,38
1285,14,Nashville,Tennessee,63,Maintenance,Duct Tape,2,27,54
1286,15,Chicago,Illinois,59,Maintenance,Screws,1,14,14
1287,10,Arlington,Virginia,57,Furnishings,Wireless Router,2,70,140
1288,16,Denver,Colorado,62,Maintenance,Leaf Blower,2,202,404
1289,17,Las Vegas,Nevada,46,Furnishings,Safe,3,115,345
1290,2,Cincinnati,Ohio,60,Maintenance,Portable Drill,1,195,195
1291,1,New York,New York,23,Office Supplies,Printer Toner,2,85,170
1292,11,Atlanta,Georgia,1,Housekeeping,Large Towel,3,9,27
1293,19,Los Angeles,California,70,Maintenance,Door Lock,2,117,234
1294,8,Philadelphia,Pennsylvania,10,Housekeeping,Toilet Paper,3,19,57
1295,17,Las Vegas,Nevada,68,Maintenance,Window Screen,3,30,90
1296,9,Richmond,Virginia,71,Maintenance,Hammer,1,17,17
1297,6,Orlando,Florida,70,Maintenance,Door Lock,1,117,117
1298,1,New York,New York,93,Public Areas,Terminal,2,85,170
1299,20,San Francisco,California,43,Furnishings,Table Lamp,2,38,76
1300,9,Richmond,Virginia,58,Furnishings,Mirror,3,85,255
1301,18,Phoenix,Arizona,42,Furnishings,Reading Chair,1,70,70
1302,14,Nashville,Tennessee,94,Public Areas,Monitor,1,70,70
1303,4,Seattle,Washington,24,Office Supplies,Envelopes (Letter),3,24,72
1304,14,Nashville,Tennessee,87,Public Areas,End Table,1,30,30
1305,20,San Francisco,California,79,Public Areas,Coffee Table,1,103,103
